ID,Title,Classification,Resp Group,Prim Resp,Initial Resp Group,Resolved By,Type Category,Service Category,Service,Description
22262899,Monitoring generated Counter ALARM at 12:03:57 pm 6-Feb-23 on hab-bxlg3f3.hab.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,General,None,None,"Monitoring generated Counter ALARM at 12:03:57 pm 6-Feb-23 on hab-bxlg3f3.hab.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 12:03:57 pm 6-Feb-23
Event Time: 5:03:57 pm 6-Feb-23 UTC
Log Value: 3.178895
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
22284072,Adobe Acrobat Pro Access,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Desktop Support,Office Technology,Office Technology Requests (on Campus only),"Good Afternoon,   I am inquiring to see how to get access to Adobe Acrobat Pro to use for editing documents for my courses. How do I get access to this?   Best Regards, Dillon L. Streifeneder Department of History SUNY New Paltz streifed@newpaltz.edu"
22285990,Monitoring generated Counter ALARM at 3:46:45 pm 8-Feb-23 on max-test.hab.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,General,None,None,"Monitoring generated Counter ALARM at 3:46:45 pm 8-Feb-23 on max-test.hab.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 3:46:45 pm 8-Feb-23
Event Time: 8:46:45 pm 8-Feb-23 UTC
Log Value: 4.608535
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
21822028,Monitoring generated Counter ALARM at 6:31:34 am 29-Nov-22 on vh314-vorad.vh.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Desktop Support,None,None,"Monitoring generated Counter ALARM at 6:31:34 am 29-Nov-22 on vh314-vorad.vh.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 6:31:34 am 29-Nov-22
Event Time: 11:31:34 am 29-Nov-22 UTC
Log Value: 3.758275
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
20859067,Lost document--urgent for 2 pm meeting,Incident,Desktop Support - Faculty/Staff,Bridget Goodwin,Service Desk,,General,None,None,"I've been working on an agenda today, multiple times - it was on autosave. My computer battery died and now when I try to open the document the message I get is that Word experienced an error trying to open the document/ need text converter, etc. I've tried to get into document recovery but always get the same message. It's for a 2 pm meeting with President Wheeler.... I'm available tomorrow from 8 am on. 
 


 
 
Thank you.

 
 
Erica 
 
office 845-257-3238 or
mobile 845-857-5722"
21959909,Documents all over the desktop,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,,Desktop Support,None,None,"See below pic. I just started up my computer this morning and it seems like a ton of documents were put on my desktop. You can see small cloud icons and a check mark icon on many of the documents. I have no ideas what this is or why it's happening. Thanks in advance for any help you can provide. Joel x2794     Joel Oppenheimer, LCSW
Licensed Clinical Social Worker 
 Assistant Director
Psychological Counseling Center Pronouns He/Him/His
1 Hawk Drive
New Paltz, NY 12561
(845)257-2920     **********************************************************************************************************
CONFIDENTIALITY NOTICE: This e-mail message, including all attachments, may contain information that is confidential, proprietary, privileged or otherwise protected by law. It is to be viewed only by the intended recipient(s). If you are not the intended recipient(s), please notify the sender of this information and delete your copy at once. Your cooperation is appreciated.
***********************************************************************************************************   From: Joel Oppenheimer <deepdig@gmail.com>
 Sent: Wednesday, December 21, 2022 9:22 AM
 To: Joel Oppenheimer <oppenhej@newpaltz.edu>
 Subject: Pic   CAUTION: Message from a non-New Paltz email server. Treat message, links, and attachments with extra caution. 
  

 Sent from my iPhone"
22120084,Monitoring generated Counter ALARM at 1:40:15 pm 18-Jan-23 on om-mxl01650q7.old-main.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Desktop Support,None,None,"Monitoring generated Counter ALARM at 1:40:15 pm 18-Jan-23 on om-mxl01650q7.old-main.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 1:40:15 pm 18-Jan-23
Event Time: 6:40:15 pm 18-Jan-23 UTC
Log Value: 0.155069
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
22126291,Monitoring generated Counter ALARM at 2:20:03 am 19-Jan-23 on eg-2ua6342mpd.elting-gym.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Desktop Support,None,None,"Monitoring generated Counter ALARM at 2:20:03 am 19-Jan-23 on eg-2ua6342mpd.elting-gym.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 2:20:03 am 19-Jan-23
Event Time: 7:20:03 am 19-Jan-23 UTC
Log Value: 4.678168
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
22294773,Mail room Label printers,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Desktop Support,None,None,"Goodafternoon,   Mail Services is having a issue printing labels. A message pops up stating www.sqbxcloud.comsays Error attempting to print: Unable to connect to external printer application. Please enable the application and try again.   I know my supervisor Cherie contacted you earlier this week in rergards to a sub print updates, I am not sure if this has anything to do with our printing issues.   Thank you, Alisha Nigro Mail Services"
21360754,COMPUTRE DOC HAS FAILED,Incident,Desktop Support - Faculty/Staff,Bridget Goodwin,Service Desk,Bridget Goodwin,Systems and Networking,Networking/WiFi,Wired Network Access (Issues),"YOUR DOC HAS FAILED. DOC NEEDS SERVICE IS WHAT IS INDICATED. CANNOT CLICK ON ANYTHING. RESTARTED COMPUTER AND SAME PAGE COMES UP.
THIS ISSUE IS ON BEHALF OF CECILY BROWN, EMAIL IS BEST WAY TO CONTACT."
21192077,"PC in JFT 404 (near door) not connecting to network or web,",Incident,Desktop Support - Faculty/Staff,Bridget Goodwin,Service Desk,Bridget Goodwin,Desktop Support,Networking/WiFi,Wired Network Access (Issues),No network connection
21560276,Missing network drives (S drive),Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Systems and Networking,Remote Application and Access,VPN - Virtual Private Network,"Good morning,

I am working remotely today and noticed that I do not have access to the shared drives, chiefly our department's S drive.  The drives were accessible when I was in the office and connected via the ethernet.  I have the Cisco AnyConnect and I am connected to the VPN.

I have a meeting from 10:15 am, but I should have flexible availability between 11:30 - 12:30, or tomorrow after 11:00 am.  (I have a doctor's appointment and will be signing off at 1 pm today.)

Thanks for your help."
21787796,SDM102 Request to move computer to another desk,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Desktop Support,Office Technology,Office Technology Requests (on Campus only),"Hello,   I need assistance with moving my workstation (computer and phone) to another desk in my office.   I’m located in the Dorsky Museum offices. I need to move by November 30 at the latest to make room for a new employee.   Thanks!   Best,   Karlyn   
    Karlyn Benson Interim Curator and Exhibitions Manager Samuel Dorsky Museum of Art SUNY New Paltz 1 Hawk Drive New Paltz, NY 12561 Tel: 845.257.3789 Pronouns: she/her/hers www.newpaltz.edu/museum/ 
 "
21325906,Doc on my desktop,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Service Desk,None,None,"Hello, This document was on my desktop yesterday and I didn't recognize it so I put it in the trash only to find it back on my desktop today. I'm sending you a snapshot of it to see what you think. Thanks, Michael Humphreys Ceramics IST SUNY New Paltz"
21071794,Mail Room requires Admin Login for an Update,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,General,None,None,"Packaging system that we log our packages into, uses the sub-print as the printing system. This system needs an update which requires admin login in order to continue processing packages."
21120227,Excel Marcos Blocked for Security Reasons,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Service Desk,None,None,"Good morning, I left a voicemail as well. I work in the CSS and utilize Macro Reports for Starfish on a daily basis. I recently opened a macros report and got the following error message:
 Can this block be removed so I can utilize macro reports? Thank you so much! -- Chelsea Reid, M.S. Retention Coordinator || Starfish Functional Lead Center for Student Success State University of New York at New Paltz 800 Hawk Drive, New Paltz, NY 12561-2442 845-257-3590 Pronouns: She/Her Visit Starfish SUNY New Paltz’s Student Success Platform"
21147441,Can't access Argos and can't install cisco VPN on campus machine,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Systems and Networking,Remote Application and Access,VPN - Virtual Private Network,"I tried accessing newpaltz.edu/argos and it hangs and times out. I've tried to click the link or PC in the cisco VPN and the screen hangs.  I am not even sure if I need the VPN Client, I just need to access argos.  I can access Argos through the vpn remotely from home, but not here.



rich"
21196366,No Internet Access - Ethernet Port Blinking Orange,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Systems and Networking,Networking/WiFi,Wired Network Access (Issues),"Good morning,

The wired internet connection isn't working on my office desktop. I checked the back of the box and the port is flashing orange. I tried unplugging it and plugging it back in and still no luck. "
20920324,Samantha Thomson's office has no internet,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Desktop Support,Networking/WiFi,Wired Network Access (Issues),"Ongoing issue with internet connection in office. Wired network AND wireless.



Raymond Ransome inspected yesterday. Instructed to submit ticket."
21022067,Re: Office set up (computer/phone) Wooster Hall 311,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Service Desk,None,None,"Good afternoon Service Desk, 
 I have a question in regard to a recent computer setup on Wooster Hall 311 for Sumedha Therthani. I would like to know which desk the computer was set up on, was it the desk located to the back of the room or the desk near the entrance door? 
 I appreciate your help, 
 Susan Buckbee 
 
 Susan Buckbee 
 A d m i n i s t r a t i v e A s s i s t a n t Counselor Education & Anthropology Departments 
 State University of New York at New Paltz 
 1 Hawk Drive, Wooster Hall 319 New Paltz, NY 12561 
 buckbees@newpaltz.edu | phone (845) 257-3467 Counselor Education / (845) 257-2990 Anthropology 
 From: Melanie Hill Let's simply clarify which desk they set up and if we still want to make a change once the semester starts, we can try when they are less busy. 
 Melanie S. Hill, Ph.D., NCC Chair & Associate Professor, Counselor Education Department 
 304 Wooster Hall State University of New York at New Paltz New Paltz, NY 12561 
 Pronouns: She/her/hers 
 
 Office Hours To schedule: https://calendly.com/hillm/officehour 
 From: Susan Buckbee I fear that it is too late at this point to interject yet another change at this point. I can try. 
 Sue 
 
 Susan Buckbee 
 A d m i n i s t r a t i v e A s s i s t a n t Counselor Education & Anthropology Departments 
 State University of New York at New Paltz 
 1 Hawk Drive, Wooster Hall 319 New Paltz, NY 12561 
 buckbees@newpaltz.edu | phone (845) 257-3467 Counselor Education / (845) 257-2990 Anthropology 
 From: Melanie Hill Hi Sue- 
 I am not sure which desk Sumedha was going to use either. I would follow up directly with IT - either by email or phone- and see which desk they set up the computer and phone. Sorry I don't have an easier answer. 
 best, Melanie
 
 Melanie S. Hill, Ph.D., NCC Chair & Associate Professor, Counselor Education Department 
 304 Wooster Hall State University of New York at New Paltz New Paltz, NY 12561 
 Pronouns: She/her/hers 
 
 Office Hours To schedule: https://calendly.com/hillm/officehour 
 From: Susan Buckbee Good morning Melanie, 
 I am not sure how to handle Amy's request for a specific desk in WH311. I submitted the office change form to Nancy on Thursday of last week and I believe that whatever desk that was assigned to Sumedha will be the desk that will be changed out. I am not privy to the design of 311 and the form that Nancy had me fill out does not include detail such as desk location. 
 I appreciate any information you may have, 
 Sue From: Amy Tully CAUTION: Message from a non-New Paltz email server. Treat message, links, and attachments with extra caution. 
 Hi, everyone, 
 I realized that it might be a good idea to share this message (below) with you all since WH 311 may be set up this week. Thanks and see you soon! 
 Best always, Amy 
 Amy Tully, Ph.D. amywtully@gmail.com 

 ---------- Forwarded message ---------
From: Amy Tully < amywtully@gmail.com > 
Date: Fri, Aug 12, 2022 at 11:39 AM
Subject: Office set up (computer/phone)
To: Susan Buckbee < buckbees@newpaltz.edu >
 

Hi, Sue, 
 Thanks again for updating me about the change of office. If possible, I’d prefer to use the desk in the back of the room (further away from the door). Would you mind requesting that the computer and phone be moved to that desk, if that hasn’t already been done. Thanks so much and have a great weekend! 
 Best always, Amy 
 Amy Tully, Ph.D. amywtully@gmail.com"
21987784,No Internet Access - On behalf of Laurie Orr,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Nikolai Nesteroke,Systems and Networking,Networking/WiFi,Wireless Network Access,Unable to connect to the internet. 
20986600,Installing Office 365 on office PC,Incident,Desktop Support - Faculty/Staff,Nikolai Nesteroke,Service Desk,Nikolai Nesteroke,Systems and Networking,Office 365,Office 365,"Hello,

When I attempt to open a power point or word doc or make changes on one sent to me on my office PC I get an error message.

I followed the directions to install but am having trouble and need assistance.

Thank you!

Hum 8C.

845-901-8417

Andrea"
22164243,Laptop keeps dropping connection,Incident,Desktop Support - Faculty/Staff,Nikolai Nesteroke,Service Desk,Nikolai Nesteroke,Systems and Networking,Networking/WiFi,Wireless Network Access,"I have the laptop on campus today but am in a Cabinet retreat all morning.  If I could get assistance after noon that would be great!  I thought maybe it was a problem with my home network, although my other devices were never effected, but it's doing it in Science Hall where the signal is strong.  "
21842833,Password Reset/Unlock,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Nikolai Nesteroke,Service Desk,"Accounts, Access, & Security",Password Reset (All accounts except NP User ID),"With Russ Thompson on leave, I have taken over the box office processes and I am unable to access a box office laptop needed for performances starting tomorrow. All I need is to be able to log in but I have no information on what that login username and password would be. We do need this done asap so I can show the student assistants where to look for up to date ticket sales. Thanks."
21466295,Monitoring generated Counter ALARM at 1:46:16 am 3-Oct-22 on sh-cqmtnk3.recently-installed.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,System User,General,None,None,"Monitoring generated Counter ALARM at 1:46:16 am 3-Oct-22 on sh-cqmtnk3.recently-installed.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 1:46:16 am 3-Oct-22
Event Time: 5:46:16 am 3-Oct-22 UTC
Log Value: 4.983438
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
22063974,Update Chrome,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,System User,Desktop Support,None,None,"From: Itty S. Neuhaus <neuhausi@newpaltz.edu>   Need to update chrome, got this when I tried Think I need an admin password. Please advise. Thanks!  "
21802900,Monitoring generated Counter ALARM at 10:32:25 am 23-Nov-22 on eih-2ua8031khj.hab.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,System User,General,None,None,"Monitoring generated Counter ALARM at 10:32:25 am 23-Nov-22 on eih-2ua8031khj.hab.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 10:32:25 am 23-Nov-22
Event Time: 3:32:25 pm 23-Nov-22 UTC
Log Value: 4.798396
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
20833741,Monitoring generated Counter ALARM at 3:52:56 am 20-Jul-22 on eih-b60zhb2.engineering-innovation-hub.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,System User,General,None,None,"Monitoring generated Counter ALARM at 3:52:56 am 20-Jul-22 on eih-b60zhb2.engineering-innovation-hub.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 3:52:56 am 20-Jul-22
Event Time: 7:52:56 am 20-Jul-22 UTC
Log Value: 4.983633
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
20881686,help regarding constant logging back in,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,System User,Service Desk,None,None,"Hello, 
 
I keep having to log back into my email account at my desktop computer (not on my laptop). Would you please let me know how to set the desktop computer as one recognized by new paltz email? To clarify, I am having this desktop-related issues with other platforms,
 such as my Twitter account, as well. 
 


 
 


 
 


 
 
Mona 
 
 


 
 
 
 
 
 Mona Ali 
 Associate Professor 
 Department of Economics 
 SUNY New Paltz"
20895234,Monitoring generated Counter ALARM at 5:56:42 pm 28-Jul-22 on vh-034544101657.vh.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,System User,General,None,None,"Monitoring generated Counter ALARM at 5:56:42 pm 28-Jul-22 on vh-034544101657.vh.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 5:56:42 pm 28-Jul-22
Event Time: 9:56:42 pm 28-Jul-22 UTC
Log Value: 2.134872
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
22141640,Remote Desktop Problem,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,System User,Desktop Support,None,None,"Hello,   I tried do this via a ticket but could not see where to start one. My remote desktop is not working. I know my office computer is on and I have checked the VPN settings. Not sure what is going on.   Thanks, Scott Minkoff               -- Scott L. Minkoff Associate Professor
SUNY New Paltz, Department of Political Science scottminkoff.com    "
21219741,Office Computer,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Raymond Ransome,General,None,None,"Hello,   My name is Kellian Collins and my office is in Old Main Room 218A   My computer and computer screen will not turn on. The power strip that everything is plugged into also will not turn on.   You have my permission to go into my office at any time to fix the problem.   If you have any questions I can be reached at 845-522-3155 (cell)   Thank you.   Dr. Collins"
21301246,Fw: for this meeting on Monday,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Raymond Ransome,General,None,None,"Hi IT,   The Center for International Programs will be giving a presentation to the parents of students participating in our dual diploma program at Chongqing University of Education in China on Monday, September 19 (next week). They have specifically requested that we use Tencent Meeting to deliver the presentation as most attendees will already have this app on their phone. Are we allowed to download and use this platform?   Thank you,       Kayleen Mogren 
 International Partner Relations Associate 
 Center for International Programs at SUNY New Paltz 
 1 Hawk Drive 
 New Paltz, NY 12561 
 Phone: +1 (845) 257-3814 
 Fax: +1 (845) 257-3608       From: Beth Vargas <vargasb@newpaltz.edu>
 Sent: Tuesday, September 13, 2022 9:21 AM
 To: Kayleen Mogren <mogrenk@newpaltz.edu>
 Cc: Kathleen Geher <geherk@newpaltz.edu>; Aiko Pletch <pletcha1@newpaltz.edu>
 Subject: FW: for this meeting on Monday   Hi Kayleen, Have we ever used Tencent Meeting for a meeting with CQUE or other Chinese partners? Are we even allowed to download it? I am thinking that most of us will want to join the meeting from home. What do you think? 
Beth From: ??? Sheffee <luolm@cque.edu.cn>
 Sent: Tuesday, September 13, 2022 8:47 AM
 To: Beth Vargas <vargasb@newpaltz.edu>
 Cc: Kathleen Geher <geherk@newpaltz.edu>; ??? <caiyk@cque.edu.cn>
 Subject: for this meeting on Monday   Dear Beth, Somehow my reply was not sent successfully, sorry about the delay. Thanks for sharing those important updates. Congratulations on your new President and new Dean of the School of Education. I already share this important news of my president and new dean. And she expressed her sincere congratulations for them and would like to have face-to-face meeting with them after the international travel totally returns to normal status. We also look forward to having more deep cooperation with you and your team. For the meeting with the students and parents of new cohort, it would be perfect that you will join us. After discussing with the dean of School of Preschool Education, this meeting could start at 8:00 on Monday September 19. Alan, who is Aiko’s co-teacher and familiar with our program, will translate for this meeting. As for the platform, we recommend to use Tencent Meeting because most Chinese parents already have Tencent meeting App on mobile phone. It’s very like Zoom or Webex and allows you to share the powerpoint. The students and parents will also use Tencent Meeting. You can download it from the App store in advance. Please let me know if you have problem in using Tencent Meeting. By the way, Yuke will invite graduated students to attend this meeting and share their great feelings with new cohort students. Have a nice day! Sincerely, Sheffee     ??? ?? ?? ?????????????? ? ??????????? ( ? ?????? ?????? 1 ? ) ????? 13399810016 ? ? ???? ???? ? ? ???? ????     ------------------ Original ------------------ From: ""Beth""< vargasb@newpaltz.edu >; Date: Tue, Sep 13, 2022 02:44 AM To: "" ??? ""< luolm@cque.edu.cn >; Cc: ""kathy""< geherk@newpaltz.edu >; "" ??? ""< caiyk@cque.edu.cn >; Subject: RE: Re:RE: Best wishes for new semester from CQUE Dear Sheffee, Just a quick note to see if we can confirm our meeting for Monday, September 19 – Morning in New York and evening in ChongQing. Thank you, Beth From: Beth Vargas
 Sent: Thursday, September 8, 2022 5:01 PM
 To: ??? Sheffee < luolm@cque.edu.cn >
 Cc: Kathleen Geher < geherk@newpaltz.edu >; ??? < caiyk@cque.edu.cn >
 Subject: RE: Re:RE: Best wishes for new semester from CQUE Dear Sheffee, Glad to hear that you are having nice weather for the start of the academic year! We just concluded our first meeting with the School of Education for the 2022-2023 year and I am writing to you with some updates: Changes at SUNY New Paltz: o We have a new President ! Dr. Darrell P. Wheeler became the 9 th President of SUNY New Paltz this summer and is very supportive of international programs and eager to learn more about ChongQing University of Education. o We also have a new Dean in the School of Education. Dr. Aaron Isabelle is the Interim Dean and he will join us on Monday, September 19 to greet the new students and their parents. Meeting with new Dual Diploma Students and Parents: o Monday, September 19 – we are available early in the morning New York time to meet – we will all have coffee ready J just let us know what time to start! o Unfortunately, the video will not be ready in time for the meeting, but we will have a PowerPoint Presentation to share and will send that in advance. o Will you be able to translate for us so that all the parents can understand? o Can we use WebEx for this meeting? Or would you prefer another platform? o I am so happy that the new Dual Diploma students can join the meeting! Is it possible to invite the students who graduated in May 2022 to join the meeting? Thank you for organizing the meeting. We look forward to participating! All the best, Beth Beth Mugler Vargas Executive Director, Center for International Programs State University of New York at New Paltz 1 Hawk Drive New Paltz, NY 12561 +1 845 257 3535 She/her/hers www.newpaltz.edu/international From: ??? Sheffee < luolm@cque.edu.cn >
 Sent: Thursday, September 8, 2022 5:09 AM
 To: Beth Vargas < vargasb@newpaltz.edu >
 Cc: Kathleen Geher < geherk@newpaltz.edu >; ??? < caiyk@cque.edu.cn >
 Subject: Re:RE: Best wishes for new semester from CQUE Dear Beth,   Chongqing is much cooler now and is beautiful in fall.   The academic calendar does not include all the holidays or the fieldwork dates, it just shows the basic academic weeks.   I really appreciate your effort in making the promotional video. We can play it in the meeting, and I believe it will be helpful for promoting our program. We will also invite five CQUE students who are studying at New Paltz now to join the meeting.   Please let me know the result of your discussion with the School of Education.   Best, Sheffee     ??? ?? ?? ?????????????? ? ??????????? ( ? ?????? ?????? 1 ? ) ????? 13399810016 ? ? ???? ???? ? ? ???? ????     ------------------ Original ------------------ From: ""Beth""< vargasb@newpaltz.edu >; Date: Tue, Sep 6, 2022 09:21 PM To: "" ??? ""< luolm@cque.edu.cn >; Cc: ""kathy""< geherk@newpaltz.edu >; "" ??? ""< caiyk@cque.edu.cn >; Subject: RE: Best wishes for new semester from CQUE Dear Sheffee, So nice to hear from you as always and thank you for your best wishes! We have just started our new semester with a week of classes and then a long holiday weekend – Labor Day – and it is wonderful to have the Dual Diploma students on campus again! They seem to be doing very well and are quite active already with their classes and other activities. Thank you so much for sharing this information about your academic calendar. Does this include all the holidays that take place throughout the semesters? And thank you for inviting us to join the meeting with freshmen students and their parents. Kathy and I will be meeting with the School of Education on Thursday so we can discuss this invitation together. I think that an in-person conversation will be better than a video now. However, I want to let you know that we are preparing a promotional video that you can translate into Chinese and share with students and families at any time. It features the students that graduated in May and the Faculty who teach in the program as well as scenes of campus and the Children’s Center. I apologize that this is taking us longer than we expected, but I am excited that it will a compelling picture of the experience that the Dual Diploma students have when they come to New Paltz. All the best as you also begin a new academic year and we look forward to seeing you (virtually) soon! Best regards, Beth Beth Mugler Vargas Executive Director, Center for International Programs State University of New York at New Paltz 1 Hawk Drive New Paltz, NY 12561 +1 845 257 3535 She/her/hers www.newpaltz.edu/international From: ??? Sheffee < luolm@cque.edu.cn >
 Sent: Friday, September 2, 2022 10:20 AM
 To: Beth Vargas < vargasb@newpaltz.edu >
 Cc: Kathleen Geher < geherk@newpaltz.edu >; ??? < caiyk@cque.edu.cn >
 Subject: Best wishes for new semester from CQUE Dear Beth,   Greetings! Hope this email finds you well.   After the hottest westher in Chongqing this summer , I feel so great to have a nice weather now. It was terrible to have the high temperature above 112 Fahrenheit degree. It is the first time in my life. How about your summer holiday? I miss the nice weather in New Paltz.   Now I would like to share some information about this new semester. The Fall 2022 semester has officially stated here at CQUE. We are now working from home due to the pandemic, and we will return to the office next Monday.   The non-freshmen classes will start on September 5, and freshmen classes will start on September 12. We are planning to do an online meeting for all freshmen and their parents on week September 12 or 19 in the evening (your morning time). We would like to invite you to join us for this meeting if your time is available. Or if it’s fine for you, a short video will also be grateful.   The schedules of the three New Paltz faculties who will start teaching soon have been checked and finalized. Thank you for your continued support in the assignment of teaching faculty.The five CQUE students seem lovely at New Paltz now. I’m so glad they are there and thank you also for taking care of our students.   I’ve attached the CQUE academic calendar for your reference.   Looking forward to seeing you on the annual meeting later 2022.   Best wishes, Sheffee   Lamei Luo, Ph.D Deputy Dean, International College Chongqing University of Education 1 Chongjiao Road, Nanshan Street, Nan'an District, Chongqing, China 400065 ? ? ???? ???? ? ? ???? ????    "
22005257,Receiving Warehouse Hand held scanner connection,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Raymond Ransome,Systems and Networking,Networking/WiFi,Wireless Network Access,Received my repaired scanner unit and it won't connect to NP Hawks WPA.  It keeps requesting EAP Parameter password. This leaves me with only one working scanner for the Warehouse. 
21847721,VPN/Wireless Connection on Laptop,Incident,Desktop Support - Faculty/Staff,Raymond Ransome,Service Desk,Raymond Ransome,Systems and Networking,Remote Application and Access,VPN - Virtual Private Network,"Although I have wireless Internet connection, sinc this morning I have not been able to connect to the internet/VPN. No changes were made to the laptop and yet it will not conncet."
21031557,adobe license issue,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Kevin Saunders,Service Desk,None,None,"Good morning 
 I opened up my MacBook this morning to be met with a popup that my adobe license was expired. I searched the New Paltz help and saw instructions for logging into adobe cloud. That worked fine, no messages. I reopened acrobat and got the popup. Acrobat is probably in top 5 most used software. Is this a glitch? I downloaded the installer form the adobe cloud and can reinstall but the popup has me logged in. 
 Thanks John 
 
 
 John Kay Adjunct Instructor Chemistry Department SUNY New Paltz"
21033922,Adobe License Expired,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Kevin Saunders,General,None,None,"Hi Kevin, 

 
 
   

 Please advise. How do I maintain this license? 

   

   

   

 Best, 

 

 Ashley Walker 

 Pronouns: she, her, hers 

 Director, Center for Student Engagement 

 State University of New York at New Paltz 

 1 Hawk Drive, New Paltz, NY 12561 

 https://www.newpaltz.edu/studentaffairs/ 

 

 

 

  "
